བོད་ཕྱི་ནང་།,Tibetan Title,BO,EN,English Title,Author,Translator,བརྗོད་བྱ།,བསྒྱུར་གཞི།,དཔེ་སྐྲུན་ཁང་།,དཔར་ལོ།,ཤོག་གྲངས།,BDRC བརྩམས་ཆོས།,Translation Segment pairs
,ཧང་གྷེ་རིའི་མཁས་པ་ཞིག་རྒྱ་གར་དུ་འབྱོར་ཏེ་བོད་རིག་པ་ནུབ་ཕྱོགས་སུ་སྤེལ་མཁན་གྱི་ཡབ་ཆེན་དུ་གྱུར།,BO8120,EN8120,How a Hungarian scholar became the founder of modern Tibetology after reaching India,Ajay Kamalakaran,པ་སངས་ཚེ་རིང་།,,,,,,,24
,ལོ་ངོ་ ༣༤༠༠ ཡར་སྔོན་གྱི་གནའ་བོའི་གྲོང་ཁྱེར་ཞིག་གི་ཤུལ་ལྷག་རྣམས་ཕྱིར་མངོན།,BO8121,EN8121,"Iraq's extreme drought reveals a 3,400-year-old city",PAOLA ROSA-AQUINO,པ་སངས་ཚེ་རིང་།,,,,,,,37
,ཕུའུ་ཁྲིན་དམག་འཁྲུག་འདི་ལས་ཕམ་ཟིན་ཚུལ།,BO8122,EN8122,Why Vladimir Putin has already lost this war,Yuval Noah Harari,ཨ་འབྲུག་དཀོན་མཆོག,,,,,,,7
,བྱིས་པའི་འཚོ་བཅུད་དུ་ཁྲེའམ་མོན་ཆ་བསྣན་པའི་ཡོངས་སུ་མ་གྲགས་པའི་ཕན་ཡོན།,BO8123,EN8123,The Little-Known Benefits Of Inclusion of Millets In Children's Diet,Dr. Bhavna Sharma,ཐུབ་བསྟན་དཔལ་ལྡན།,,,,,,,26
,‘ང་ཚོའི་ལུས་པོས་སའི་གོ་ལའི་རྒྱ་ཁྱོན་འཇལ་བ།’ ཞེས་པའི་བརྩམས་སྒྲུང་ལ་དཔྱད་པ།,BO8125,EN8125,We Measure the Earth with Our Bodies ,Kalsang Yangzom,བཀྲ་ཤིས་རྣམ་རྒྱལ།,,,,,,,31
,རྒྱ་ནག་ནང་ཡོད་པའི་གནད་ཡོད་མི་སྣ་རྒན་གྲས་གསུམ་གྱིས་བྱེད་བཞིན་པའི་ལས་དོན་དེ་རྒྱ་ནག་ནང་དམངས་གཙོའི་ཆེད་དུ་ཡིན་ནམ། ,BO8126,EN8126,Democracy in China? Three CCP veterans are working towards it,Ansh Pandey,བསོད་ནམས་ཕུན་ཚོགས།,,,,,,,60
,ངེས་བརྟན་མེད་པའི་མི་ཚེ། སྐྱབས་བཅོལ་བོད་མིའི་གཏམ་རྒྱུད་ཅིག,BO8127,EN8127,Temporarily Out of Service: A Story of Tibetan Refugees,Tenzin Tsundu,དཔལ་ལྡན།,,,,,,,31
,ངས་ཐའེ་ཝན་ལ་གྲོས་ཚོགས་འཐུས་མིའི་ཚོགས་ཆུང་ཞིག་ཅིའི་ཕྱིར་འཁྲིད་ཀྱིན་ཡོད་དམ།,BO8128,EN8128,Nancy Pelosi: Why I’m leading a congressional delegation to Taiwan,Nancy Pelosi,ཀླུ་མགོན།,,,,,,,39
,ཁྱེད་རང་ངའི་ཉི་འོད་ཡིན།,BO8129,EN8129,you are my sunshine,Jimmies Davis,འདྲེ་གླེན་པ།,,,,,,,26
,ཀུན་གཟིགས་པཎ་ཆེན་རིན་པོ་ཆེ་མཆོག་ཨོ་སི་ཊོ་ལི་ཡར་ཆིབས་བསྒྱུར་གནང་བ།,BO8130,EN8130,THE PANCHEN LAMA IN AUSTRALIA,Gabriel Lafitte,བློ་བཟང་ལུང་རྟོགས།,,,,,,,45
,མི་ཚེའི་ཁྲོད་ཀྱི་གཏམ་རྒྱུད་གསུམ།,BO8131,EN8131,three stories in my life,Steve Paul Jobs,ཁྲོ་ཁོ་རབ་བརྟན།,,,,,,,45
,འཇིགས་ཞུམ་བྲལ་བའི་རང་དབང་།,BO8132,EN8132,freedom from fear,Aung San Suu Kyi,ཚེ་དབང་དཔལ་མོ་མཁས་གྲུབ།,,,,,,,60
,ཆུང་མར་སྤྲིངས་བའི་འཕྲིན། ,BO8133,EN8133,Bhai Chhoto Bou,Sri Ravindranath Tagore,མི་གསལ།,,,,,,,19
,མ་འོངས་པར་༧གོང་ས་མཆོག་གི་ཡང་སྲིད་ཕེབས་སྲིད་དམ།,BO8134,EN8134,Will the Dalai Lama reincarnate?,BBC,མི་གསལ།,,,,,,,35
,ཏཀྵ་ཤི་ལཱ་དང་ནཱ་ལནྡཱ་གཉིས་ལས་ཐ་དད་པའི་རྒྱ་གར་ནང་གི་གནའ་བོའི་གཙུག་ལག་སློབ་ཁང་གི་སྐོར།,BO8135,EN8135,Ancient Universities of India apart from Takshashila and Nalanda,Gurudev,ཚེ་དབང་ནོར་བུ།,,,,,,,236
,ཀརྨ་པ་དང་ཁྲུང་ཁྲུང་།,BO8136,EN8136,Karmapa and the Cranes,Jamyang Norbu,དགེ་འདུན་རབ་གསལ།,,,,,,,36
,༧རྒྱལ་བ་རིན་པོ་ཆེས་ཨོ་ལིམ་པིག་རྩེད་འགྲན་ལ་གདན་འདྲེན་ཞུ་རྒྱུར་ཐུགས་རེ་གནང་།,BO8137,EN8137,Dalai Lama seeks Olympics invitation,CNN,དགེ་འདུན་རབ་གསལ།,,,,,,,128
,ཁོང་འདི་ལ་གོ་ནོར་ཐེབས་འདུག,BO8138,EN8138,He Has Got It Wrong,Eliot Sperling,དགེ་འདུན་རབ་གསལ།,,,,,,,29
,བོད་པའི་ཟིང་འཁྲུག་ཐག་གཅོད་ཐབས་ཀྱི་དབུ་མའི་ལམ་འཁྲུལ་མེད་ཅིག,BO8139,EN8139,A True “Middle-Way” Solution to Tibetan Unrest,Wang Lixiong,མང་རའི་གངས་ཐིགས།,,,,,,,46
,སྐྱེ་རྒུ་མདོའི་ས་ཡོམ་གྱི་རྗེས་སུ།,BO8140,EN8140,After the earthquake in Kyegu,Tsering Wangmo Dhompa,རིག་འབྱུང་དོན་གྲུབ་བཀྲ་ཤིས།,,,,,,,19
,སྐོར་ར།,BO8141,EN8141,Kora,Tenzin Tsundue,གཡུ་དྲུག་དཀར།,,,,,,,48
,རང་སྐྱོང་ཨེ། ཡང་བསྐྱར་བསམ་བློ་ཐོངས།,BO8142,EN8142,Autonomy? Think Again,Elliot Sperling,དགེ་འདུན་རབ་གསལ།,,,,,,,51
,བསིལ་པོ་བྱོས་ལ་བོད་པའང་བྱོས།,BO8143,EN8143,Be Cool—Be Tibetan,Therang Buengu,པདྨ་ཚེ་དབང་ཤཱསྟྲི།,,,,,,,66
,"པད་མ་ཚེ་བརྟན་གྱི་གློག་བརྙན། ""རྩྭ་ཐང་།"" བསྐྱར་ཞིབ་ཅིག",BO8144,EN8144,"A Review: ""THE GRASSLANDS"" by Pema Tseden",བསྟན་འཛིན་བདེ་སྐྱིད།,རིག་འབྱུང་དོན་གྲུབ་བཀྲ་ཤིས།,,,,,,,20
,བོད་དུ་སྤྱི་སྤྱོད་རླངས་འཁོར་གྱི་འགྲུལ་བཞུད་།,BO8145,EN8145,BUS RIDES IN TIBET,བསྟན་འཛིན་བདེ་སྐྱིད།,རིག་འབྱུང་དོན་གྲུབ་བཀྲ་ཤིས།,,,,,,,52
,བཀྲས་མཐོང་བསྟན་འཛིན་རྣམ་རྒྱལ་ལ་ངས་རྒྱབ་སྐྱོར་བྱེད་དགོས་དོན་ཅི།,BO8146,EN8146,Why I Support Tenzin Namgyal Tethong for Kalon Tripa,Tenpa Dhargyal Gapshi,ཁ་བརྡ།,,,,,,,21
,བདུན་ཕྲག་འདིའི་ངའི་འཕྲིན།,BO8147,EN8147,An open letter to Wen Jiabao,Tenzin Tsundue,ལུང་རིགས་རྒྱལ།,,,,,,,37
,ང་ལ་དགྲ་མེད།,BO8148,EN8148,I Have No Enemies: My Final Statement,LIU XIAOBO,ཆུང་ཚེ་རིང་།,,,,,,,112
,ཞ་སྨྱུག་གི་གཏམ་རྒྱུད།,BO8149,EN8149,The story of the pencil,Paulo Coelho,ཁྲི་ཆུ་བཟང་རྒྱ་མཚོ།,,,,,,,189
,གནམ་སྡེ་སྒོ་མོ་༢།༠: ཅི་ཕྱིར་ཏུནིསིཡའི་(Tunisia)ཤུགས་རྐྱེན་རྒྱ་ནག་ལ་མི་ཐེབས།,BO8150,EN8150,Tiananmen 2.0: Why China Is Not Immune to the Tunisia Effect,Tenzin Dorjee,པདྨ་ཚེ་དབང་ཤཱསྟྲི།,,,,,,,54
,བཀའ་ཁྲིའི་འོས་མིའི་ལས་འགུལ་གྱི་འགྲོ་གྲོན་ཕྱི་གསལ་ནང་གསལ་དགོས།,BO8151,EN8151,A Call for Campaign Finance Transparency,The Tibetan Political Review,ཚེ་རིང་དོན་གྲུབ།,,,,,,,73
,བོད་མི་ཚོས་ ༢༠༠༨ ལོར་ ངོ་རྒོལ་བྱེད་འོས་སམ་མི་འོས།,BO8152,EN8152,Should Tibetans Have Protested in 2008 or Not?,འོད་ཟེར།,དགེ་འདུན།,,,,,,,50
,རང་བཙན་མེ་རོ་སྦར་པ།,BO8153,EN8153,Igniting the Embers of Independence,Jamyang Norbu,དགེ་འདུན།,,,,,,,27
,ཅིའི་ཕྱིར་ང་ཡེ་ཤུ་བ་ཞིག་མིན་ནམ།,BO8154,EN8154,Why I Am Not a Christian,Bertrand Russell,སྐྱེས་སར་ཀླུ་སྒྲུབ།,,,,,,,81
,༡༩༠༤ལོར་དབྱིན་ཇིས་བོད་ལ་ཅི་ཕྱིར་བཙན་འཛུལ་བྱས་སམ།,BO8155,EN8155,Why Did Britain Invade Tibet In 1904?,Riaz Dean,ཁེར་བུད།,,,,,,,114
,དྲི་བ་གསུམ།,BO8156,EN8156,The Three Questions,Leo Tolstoy,ཐེ་བོ་སངས་རྒྱས།,,,,,,,60
,ལོ་ན་དྲུག་ནས་བཙོན་འཇུག་བྱས་པའི་སྐྱེ་བོ་དེའི་ངོ་རིས་འདི་ཡིན་ནམ།,BO8157,EN8157,Is this the face of a man held captive since the age of six?,BBC,བློ་བཟང་སྟོབས་རྒྱལ།,,,,,,,56
,ཁྱེད་ཚོས་ང་ཚོའི་མིག་མདུན་གྱི་མ་འོངས་པ་འཕྲོག་པ་རེད།,BO8158,EN8158,You Are Stealing Our Future,Greta Thunberg,མཚོ་སྒོ་ཕོ་ཉ།,,,,,,,87
,ཕ་མ་དང་དགེ་རྒན་གྱི་བར་ལ་འབྲེལ་ལམ་འཛུགས་དགོས་པའི་གལ་ཆེའི་རང་བཞིན་གླེང་བ།,BO8159,EN8159,Building Parent-Teacher Relationships to Boost Student Reading Ability,david.clark@readinghorizons.com,རོང་བོ་ཀླུ་རྒྱལ།,,,,,,,45
,བྱེར་འགྲམས་ཀན་སར་ (Metastatic cancer) སྐོར་གྱི་དྲི་བ་དང་ལན་འདེབས།,BO8160,EN8160,,,,,,,,,,31
,སྣང་མེད་ཀྱི་འདུ་ཤེས་ལས་བྱུང་བའི་གནོད་སྐྱོན་དང་དེའི་ཉེན་ཁ།,BO8161,EN8161,The Perils of Indifference,Elie Wiesel,རོང་བོ་ཀླུ་རྒྱལ།,,,,,,,49
,ཏཱ་ལའི་བླ་མ་ནི་ཁ་བྲལ་ལ་རྒོལ་མཁན་ཞིག་རེད།,BO8162,EN8162,Is The Dalai Lama A Separatist?,Han Lianchao,རིག་འཛིན་ལྷུན་གྲུབ།,,,,,,,44
,ཆོས་ལུགས་འཆམ་མཐུན་དང་དང་ཡིད་ཆེས་སྤེལ་བའི་ཐུན་མོང་གི་གཞི་རྩ་འཚོལ་བ།,BO8163,EN8163,Finding the common thread of religious harmony and trust,Imtiyaz Yusuf ,བསེ་རུ་ཟང་ཐལ།,,,,,,,45
,བོད་ཀྱི་མང་གཙོའི་ཐོག་བསམ་ཚུལ་ཐར་ཐོར།,BO8164,EN8164,Tibetan Democracy: random thoughts,Claude Arpi ,རིག་འཛིན་ལྷུན་གྲུབ།,,,,,,,28
,བཙན་བྱོལ་ནང་གི་འོས་བསྡུ།,BO8165,EN8165,Election in exile,Claude Arpi ,ལྷ་སྒང་ཆོས་གྲགས།,,,,,,,89
,བཙན་བྱོལ་བོད་མིའི་འོས་བསྡུའི་ནང་དུ་བཟང་སྤྱོད་དགོས་པའི་འབོད་སྐུལ།,BO8166,EN8166,An Appeal for Civility in Tibetan Elections,Bhuchung K. Tsering,གཞིས་ཆགས་བུ།,,,,,,,49
,ཁེར་རྐྱང་དང་འབྲེལ་ལམ།,BO8167,EN8167,Relationship and Isolation,J Krishnamurti,ཆབ་ཆ་ལྗང་ལོ།,,,,,,,69
,བསམ་བློ་དང་བསམ་བློ་བ།,BO8168,EN8168,THE THINKER AND THE THOUGHT,J Krishnamurti,ཆབ་ཆ་ལྗང་ལོ།,,,,,,,162
,རང་ཉིད་ཀྱི་ཤེས་བྱ་གླེང་བ།,BO8170,EN8170,Self-knowledge,J Krishnamurti,ཆབ་ཆ་བློ་བཟང་།,,,,,,,51
,ང་ཚོས་ཅི་ཞིག་འཚོལ་བཞིན་ཡོད།,BO8171,EN8171,What are we Seeking?,J Krishnamurti,བློ་བཟང་།,,,,,,,32
,བོད་ཀྱི་མང་གཙོའི་རང་སྣང་གང་དྲན་གྱི་བྲོ་གར།,BO8172,EN8172,Arbitrary’ dance of Tibetan democracy,Tashi Shitsetsang ,བཀྲ་ཤིས་དོན་གྲུབ།,,,,,,,28
,བོད་ཀྱི་མང་གཙོ་ལ་ག་རེ་བྱས་ནས་ཨ་ཚོགས་ཀླུ་མཁར་བྱམས་གལ་ཆེན་ཆགས་ཡོད།,BO8173,EN8173,Why Lukar Jam Atsock is Important for Tibetan Democracy,བསྟན་འཛིན་བསོད་ནམས།,,,,,,,,33
,རྒྱལ་པོར་ང་ཚོ་ལ་རེག་དུག་ན་ཚ་འདུག་ཅེས་ཞུས་པ་ཡིན།,BO8174,EN8174,We told the king we had HIV,Candida Beveridge,འབྲོང་བུ་ཟླ་བ་ཚེ་རིང་།,,,,,,,24
,འཛམ་གླིང་གཅིག་གི་དམིགས་ཡུལ་གཅིག་བསྒྲུབ་དགོས།,BO8175,EN8175,The Girl Who Silenced The World,Severn Suzuki,མཚོ་སྒོ་འཇམ་དབྱངས།,,,,,,,48
,བླ་ན་མེད་པའི་སེམས།,BO8176,EN8176,Our Shared Ground,Ogyen Trinley Dorje,གོང་དཀར་ངག་རྣམ།,,,,,,,42
,ཀརྨ་བསམ་གྲུབ་ཀྱི་ཨ་མའི་སྐྱོ་གདུང་གི་མིག་ཆུ།,BO8177,EN8177,The Tears of Karma Samdrup's Mother,Woeser,བཀྲ་ལྷ་ཉི་མ་རྡོ་རྗེ།,,,,,,,64
,བོད་དང་ཞིས་ཅིན་ཕིན་གཉིས་སུའི་ཁ་ལ་ཉན་རྒྱུ་རེད།,BO8178,EN8178,Tibet & Xi who must be obeyed,Sreeram Chaulia,བློ་བཟང་གྲགས་པ།,,,,,,,73
,མ་འོངས་ལུང་བསྟན་དང་། ལྷ་སའི་ཨ་ལྕག,BO8179,EN8179,A Prophecy and a Woman from Lhasa,Tenzin Dorjee,པདྨ་ཚེ་དབང་ཤཱསྟྲི།,,,,,,,60
,ཏཱ་ལའི་བླ་མའི་ཤུགས་རྐྱེན་བོད་ནང་ཡོད་པ་རྒྱ་ནག་གཞུང་གི་ངོས་ལེན་བྱས་ཡོད།,BO8180,EN8180,China acknowledges Dalai Lama’s hold in Tibet,Ajai Shukla,ལྷ་རྟ་དཀར་པོ།,,,,,,,73
,རྒྱ་གཞུང་གི་གནོན་ཤུགས། ལེའུ་ཞ་པོའི་སྡུག་བསྔལ།,BO8181,EN8181,China 'steals wife's freedom' to pressurise Liu Xiaobo, Damian Grammaticas,འབའ་པ་ཡེ་ཤེས།,,,,,,,52
,བོད་རིགས་སྐྱབས་བཅོལ་བ་རྣམས་རྒྱ་གར་གྱི་མི་སེར་དུ་གྱུར་པའི་དུས་ཡིན་པ།,BO8182,EN8182,It’s time Tibetan exiles became Indian citizens,Inder Malhotra,རྨ་མགུར་སངས་རྒྱམ།,,,,,,,54
,སྙེམས་ཆུང་ཤོས་ཀྱི་མི་ཞིག,BO8183,EN8183,A MOST UNASSUMING MAN,Jamyang Norbu,བྱམས་པ་ལྷུན་གྲུབ།,,,,,,,86
,ང་། མེར་འབར་ངེས།,BO8184,EN8184,On Fire I Will Burn,Bhuchung D Sonam,བྱམས་པ་ལྷུན་གྲུབ།,,,,,,,74
